0.1
<id>W011<e><n>Sledge Hammer<e><desc><e><desc2>Give your boy the smack, send him to the back.<e><ap>6<e><pow>2<e><def>0<e><bar>0<e><r>1-1<e><targ>Enemy<e><val>250<e><dmg>Strength<e><rtype>None<e><dtype>Physical<e><wt>Heavy<e><req1>PHY1<e><req2><e><xp1>PHY10<e><xp2><e><com1><e><com2><e><wtype>Hammer<e><aoe>1;main.BlastGridCellVal@33ef1bc4;<e><attr>ArmorBreak+0:0;<e>
<id>W012<e><n>Megaton Hammer<e><desc><e><desc2>Once used to destroy words and ideas.<e><ap>5<e><pow>3<e><def>0<e><bar>0<e><r>1-1<e><targ>Enemy<e><val>400<e><dmg>Strength<e><rtype>None<e><dtype>Physical<e><wt>Heavy<e><req1>PHY3<e><req2><e><xp1>PHY15<e><xp2><e><com1><e><com2><e><wtype>Hammer<e><aoe>1;main.BlastGridCellVal@105837b0;<e><attr>ArmorBreak+0:0;<e>
<id>W013<e><n>Spiked Hammer<e><desc><e><desc2>Slides into hairy chests like you slidin' into DMs.<e><ap>6<e><pow>2<e><def>0<e><bar>0<e><r>1-1<e><targ>Enemy<e><val>220<e><dmg>Strength<e><rtype>None<e><dtype>Physical<e><wt>Medium<e><req1>PHY2<e><req2><e><xp1>PHY10<e><xp2><e><com1><e><com2><e><wtype>Hammer<e><aoe>1;main.BlastGridCellVal@660cbafb;<e><attr>IgnoreDEF+0:0;<e>
<id>W014<e><n>Round Shield<e><desc><e><desc2><e><ap>5<e><pow>1<e><def>2<e><bar>0<e><r>1-1<e><targ>Enemy<e><val>200<e><dmg>Defense<e><rtype>None<e><dtype>Physical<e><wt>Light<e><req1>PHY1<e><req2><e><xp1>PHY05<e><xp2><e><com1><e><com2><e><wtype>Shield<e><aoe>1;main.BlastGridCellVal@497cd4d8;<e><attr>Stun+0:0;<e>
<id>W015<e><n>Sturdy Shield<e><desc><e><desc2>Protects you from even the toughest of your dad's blows.<e><ap>5<e><pow>1<e><def>3<e><bar>0<e><r>1-1<e><targ>Enemy<e><val>350<e><dmg>Defense<e><rtype>None<e><dtype>Physical<e><wt>Light<e><req1>PHY2<e><req2><e><xp1>PHY05<e><xp2><e><com1><e><com2><e><wtype>Shield<e><aoe>1;main.BlastGridCellVal@206d708;<e><attr>Stun+0:0;<e>
<id>W016<e><n>Aegis Shield<e><desc><e><desc2>The gods divined this specifically to protect your big hands.<e><ap>5<e><pow>1<e><def>2<e><bar>2<e><r>1-1<e><targ>Enemy<e><val>400<e><dmg>Defense<e><rtype>None<e><dtype>Physical<e><wt>Light<e><req1>PHY2<e><req2>DEX2<e><xp1>PHY05<e><xp2>DEX05<e><com1><e><com2><e><wtype>Shield<e><aoe>1;main.BlastGridCellVal@5332854f;<e><attr>Stun+0:0;<e>
<id>W017<e><n>Old Pistol<e><desc><e><desc2>Also known as the "tiny bee" because it kills itself upon first use.<e><ap>6<e><pow>1<e><def>0<e><bar>0<e><r>1-3L<e><targ>Enemy<e><val>220<e><dmg>Mechanical<e><rtype>Projectile<e><dtype>Physical<e><wt>Light<e><req1>DEX1<e><req2><e><xp1>DEX10<e><xp2><e><com1><e><com2><e><wtype>Sidearm<e><aoe>1;main.BlastGridCellVal@50ea26b0;<e><attr><e>
<id>W018<e><n>Magnum Revolver<e><desc><e><desc2>Also known as the "big bee" because it's scary to have in your home.<e><ap>4<e><pow>3<e><def>0<e><bar>0<e><r>1-3L<e><targ>Enemy<e><val>350<e><dmg>Mechanical<e><rtype>Projectile<e><dtype>Physical<e><wt>Light<e><req1>DEX2<e><req2><e><xp1>DEX10<e><xp2><e><com1><e><com2><e><wtype>Sidearm<e><aoe>1;main.BlastGridCellVal@7f9ff261;<e><attr><e>
<id>W019<e><n>Point Rifle<e><desc><e><desc2>Pricks enemies from so far away, even when they told you "no."<e><ap>6<e><pow>2<e><def>0<e><bar>0<e><r>2-5L<e><targ>Enemy<e><val>280<e><dmg>Mechanical<e><rtype>Projectile<e><dtype>Physical<e><wt>Medium<e><req1>DEX2<e><req2>TCH1<e><xp1>DEX10<e><xp2>TCH05<e><com1><e><com2><e><wtype>Rifle<e><aoe>1;main.BlastGridCellVal@4b15d40d;<e><attr><e>
<id>W020<e><n>Sniper Rifle<e><desc><e><desc2>.50 kcals gon' make you phat-ass beats upped.<e><ap>5<e><pow>5<e><def>0<e><bar>0<e><r>3-7L<e><targ>Enemy<e><val>1000<e><dmg>Mechanical<e><rtype>Projectile<e><dtype>Physical<e><wt>Heavy<e><req1>DEX5<e><req2>TCH2<e><xp1>TCH20<e><xp2><e><com1><e><com2><e><wtype>Rifle<e><aoe>1;main.BlastGridCellVal@c4a38dd;<e><attr><e>
<id>W021<e><n>Ether Cannon<e><desc><e><desc2>Fires a beam of concentrated dubstep.<e><ap>4<e><pow>3<e><def>0<e><bar>0<e><r>3-6L<e><targ>Enemy<e><val>800<e><dmg>Mechanical<e><rtype>Projectile<e><dtype>Mannial<e><wt>Heavy<e><req1>DEX4<e><req2>TCH3<e><xp1>TCH10<e><xp2>DEX10<e><com1><e><com2><e><wtype>BeamRifle<e><aoe>1;main.BlastGridCellVal@d144042;<e><attr><e>
<id>W022<e><n>Shotgun<e><desc><e><desc2>The biggest gun for your tiniest hands.<e><ap>5<e><pow>4<e><def>0<e><bar>0<e><r>Dir<e><targ>Enemy<e><val>700<e><dmg>Mechanical<e><rtype>Projectile<e><dtype>Physical<e><wt>Medium<e><req1>DEX3<e><req2>TCH2<e><xp1>TCH15<e><xp2><e><com1><e><com2><e><wtype>Heavyarm<e><aoe>1;main.BlastGridCellVal@d98a77b;<e><attr><e>
<id>W023<e><n>Grenade<e><desc><e><desc2>A seed which births one-hundred creamy boys.<e><ap>2<e><pow>3<e><def>0<e><bar>0<e><r>2-2<e><targ>Any<e><val>240<e><dmg>Mechanical<e><rtype>Limited<e><dtype>Explosive<e><wt>Light<e><req1>TCH2<e><req2><e><xp1>TCH10<e><xp2><e><com1><e><com2><e><wtype>Item<e><aoe>1;main.BlastGridCellVal@68c8af79;<e><attr><e>
<id>W024<e><n>Rocket Launcher<e><desc><e><desc2><e><ap>3<e><pow>4<e><def>0<e><bar>0<e><r>3-5<e><targ>Any<e><val>600<e><dmg>Mechanical<e><rtype>Missile<e><dtype>Explosive<e><wt>TwoHanded<e><req1>TCH4<e><req2>DEX2<e><xp1>TCH10<e><xp2><e><com1><e><com2><e><wtype>Explosive<e><aoe>1;main.BlastGridCellVal@3519ee6d;<e><attr><e>
<id>W025<e><n>Blade Beam<e><desc><e><desc2><e><ap>3<e><pow>3<e><def>0<e><bar>0<e><r>Dir<e><targ>AnyButSelf<e><val>600<e><dmg>Mana<e><rtype>Limited<e><dtype>Mannial<e><wt>None<e><req1>INT3<e><req2><e><xp1>PHY10<e><xp2>INT05<e><com1>Sword<e><com2>MagicSword<e><wtype>Combo<e><aoe>1;main.BlastGridCellVal@1a20bedc;<e><attr><e>
<id>W026<e><n>Helm Splitter<e><desc><e><desc2><e><ap>3<e><pow>6<e><def>0<e><bar>0<e><r>Dir<e><targ>Enemy<e><val>600<e><dmg>Strength<e><rtype>None<e><dtype>Physical<e><wt>None<e><req1>PHY4<e><req2><e><xp1>PHY15<e><xp2><e><com1>Sword<e><com2>GreatSword<e><wtype>Combo<e><aoe>1;main.BlastGridCellVal@524b719c;<e><attr><e>
<id>W027<e><n>Quake Hammer<e><desc><e><desc2><e><ap>4<e><pow>2<e><def>0<e><bar>0<e><r>Cfrm<e><targ>AnyButSelf<e><val>600<e><dmg>Strength<e><rtype>None<e><dtype>Physical<e><wt>None<e><req1>PHY3<e><req2><e><xp1>PHY15<e><xp2><e><com1>Hammer<e><com2><e><wtype>Combo<e><aoe>1;main.BlastGridCellVal@7f55afcb;<e><attr><e>
<id>W028<e><n>Fire<e><desc><e><desc2>This shit is FIRE and you ALWAYS want it in your favorite bad guy.<e><ap>6<e><pow>3<e><def>0<e><bar>0<e><r>1-2<e><targ>Enemy<e><val>270<e><dmg>Mana<e><rtype>Missile<e><dtype>Mannial<e><wt>Light<e><req1>TCH1<e><req2><e><xp1>TCH10<e><xp2><e><com1><e><com2><e><wtype>Mana<e><aoe>1;main.BlastGridCellVal@5455cca;<e><attr>Fire+0:0;<e>
<id>W029<e><n>Flameka<e><desc><e><desc2>Even if this was a MILLION DOLLARS you'd buy this, you idiot.<e><ap>5<e><pow>5<e><def>0<e><bar>0<e><r>1-2<e><targ>Enemy<e><val>450<e><dmg>Mana<e><rtype>Missile<e><dtype>Mannial<e><wt>Medium<e><req1>TCH3<e><req2><e><xp1>TCH15<e><xp2><e><com1><e><com2><e><wtype>Mana<e><aoe>1;main.BlastGridCellVal@1a0cc4e0;<e><attr>Fire+0:0;<e>
<id>W030<e><n>Volt<e><desc><e><desc2>Create your own Duracells!<e><ap>6<e><pow>2<e><def>0<e><bar>0<e><r>1-3<e><targ>Enemy<e><val>240<e><dmg>Mana<e><rtype>Projectile<e><dtype>Mannial<e><wt>Light<e><req1>TCH1<e><req2><e><xp1>TCH10<e><xp2><e><com1><e><com2><e><wtype>Mana<e><aoe>1;main.BlastGridCellVal@13c291ac;<e><attr>Volt+0:0;<e>
<id>W031<e><n>Bolteka<e><desc><e><desc2>God's anger as from the heaven's, but at least he acknowledges you.<e><ap>5<e><pow>3<e><def>0<e><bar>0<e><r>1-4<e><targ>Enemy<e><val>420<e><dmg>Mana<e><rtype>Projectile<e><dtype>Mannial<e><wt>Medium<e><req1>TCH2<e><req2><e><xp1>TCH15<e><xp2><e><com1><e><com2><e><wtype>Mana<e><aoe>1;main.BlastGridCellVal@41bb4fe8;<e><attr>Volt+0:0;<e>
<id>W032<e><n>Frost<e><desc><e><desc2>We forgot to be sweet to mom! So she left the fridge open passive-aggressively.<e><ap>5<e><pow>1<e><def>0<e><bar>0<e><r>2-2<e><targ>AnyButSelf<e><val>300<e><dmg>Mana<e><rtype>Area<e><dtype>Mannial<e><wt>Light<e><req1>TCH2<e><req2><e><xp1>TCH10<e><xp2><e><com1><e><com2><e><wtype>Mana<e><aoe>1;main.BlastGridCellVal@6eb7e819;<e><attr>Frost+0:0;<e>
<id>W033<e><n>Blizzeka<e><desc><e><desc2>Help! I'm trapped in a simulation of what it's like to be cool!<e><ap>4<e><pow>2<e><def>0<e><bar>0<e><r>3-3<e><targ>AnyButSelf<e><val>500<e><dmg>Mana<e><rtype>Area<e><dtype>Mannial<e><wt>Medium<e><req1>TCH3<e><req2><e><xp1>TCH15<e><xp2><e><com1><e><com2><e><wtype>Mana<e><aoe>1;main.BlastGridCellVal@12e01aeb;<e><attr>Frost+0:0;<e>
<id>W034<e><n>Protect<e><desc><e><desc2><e><ap>5<e><pow>0<e><def>0<e><bar>0<e><r>1-2<e><targ>Ally<e><val>300<e><dmg>Mana<e><rtype>None<e><dtype>None<e><wt>Light<e><req1>TCH1<e><req2>INT1<e><xp1>TCH05<e><xp2>INT05<e><com1><e><com2><e><wtype>Mana<e><aoe>1;main.BlastGridCellVal@15a8b6ea;<e><attr><e>
<id>W035<e><n>Barrier<e><desc><e><desc2><e><ap>5<e><pow>0<e><def>0<e><bar>0<e><r>1-2<e><targ>Ally<e><val>300<e><dmg>Mana<e><rtype>None<e><dtype>None<e><wt>Light<e><req1>TCH1<e><req2>INT1<e><xp1>TCH05<e><xp2>INT05<e><com1><e><com2><e><wtype>Mana<e><aoe>1;main.BlastGridCellVal@ef76fb8;<e><attr><e>
<id>W036<e><n>Gravity<e><desc><e><desc2>What's it like to be a little boy? I'll show you by grounding you!<e><ap>0<e><pow>0<e><def>0<e><bar>0<e><r>1-1<e><targ>Any<e><val>260<e><dmg>Mana<e><rtype>None<e><dtype>None<e><wt>Light<e><req1>TCH2<e><req2>INT2<e><xp1>INT10<e><xp2><e><com1><e><com2><e><wtype>Mana<e><aoe>1;main.BlastGridCellVal@5f51b95f;<e><attr><e>
<id>A001<e><n>Light Armor<e><desc><e><desc2><e><ap>0<e><pow>0<e><def>1<e><bar>0<e><r>0-0<e><targ>None<e><val>0<e><dmg>Defense<e><rtype>None<e><dtype>None<e><wt>Medium<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Armor<e><aoe>1;main.BlastGridCellVal@4df4c71c;<e><attr><e>
<id>A002<e><n>Caste Armor<e><desc><e><desc2><e><ap>0<e><pow>0<e><def>2<e><bar>0<e><r>0-0<e><targ>None<e><val>0<e><dmg>Defense<e><rtype>None<e><dtype>None<e><wt>Heavy<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Armor<e><aoe>1;main.BlastGridCellVal@1d3b27ae;<e><attr><e>
<id>A003<e><n>Guardian Armor<e><desc><e><desc2><e><ap>0<e><pow>0<e><def>4<e><bar>0<e><r>0-0<e><targ>None<e><val>0<e><dmg>Defense<e><rtype>None<e><dtype>None<e><wt>Heavy<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Armor<e><aoe>1;main.BlastGridCellVal@2804011e;<e><attr><e>
<id>A004<e><n>Barrier Module<e><desc><e><desc2><e><ap>0<e><pow>0<e><def>0<e><bar>2<e><r>0-0<e><targ>None<e><val>0<e><dmg>Defense<e><rtype>None<e><dtype>None<e><wt>Light<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Armor<e><aoe>1;main.BlastGridCellVal@7a4dce00;<e><attr><e>
<id>A005<e><n>Atlan Hyper Module<e><desc><e><desc2>Some smart booties pressed their booties together and made booty treasure.<e><ap>0<e><pow>0<e><def>0<e><bar>5<e><r>0-0<e><targ>None<e><val>0<e><dmg>Defense<e><rtype>None<e><dtype>None<e><wt>Light<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Armor<e><aoe>1;main.BlastGridCellVal@11ea2a72;<e><attr><e>
<id>A006<e><n>Drive Armor<e><desc><e><desc2>The thickest wall, except it's brittle and made of Aquafoam.<e><ap>0<e><pow>0<e><def>2<e><bar>1<e><r>0-0<e><targ>None<e><val>0<e><dmg>Defense<e><rtype>None<e><dtype>None<e><wt>Medium<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Armor<e><aoe>1;main.BlastGridCellVal@552879b6;<e><attr><e>
<id>A007<e><n>Valkyrie Armor<e><desc><e><desc2><e><ap>0<e><pow>0<e><def>3<e><bar>2<e><r>0-0<e><targ>None<e><val>0<e><dmg>Defense<e><rtype>None<e><dtype>None<e><wt>Medium<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Armor<e><aoe>1;main.BlastGridCellVal@5dac9efc;<e><attr><e>
<id>A008<e><n>Fire Infuser<e><desc><e><desc2><e><ap>0<e><pow>0<e><def>0<e><bar>0<e><r>0-0<e><targ>None<e><val>300<e><dmg>None<e><rtype>None<e><dtype>None<e><wt>Light<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Trinket<e><aoe>1;main.BlastGridCellVal@49856687;<e><attr><e>
<id>A009<e><n>Volt Infuser<e><desc><e><desc2><e><ap>0<e><pow>0<e><def>0<e><bar>0<e><r>0-0<e><targ>None<e><val>300<e><dmg>None<e><rtype>None<e><dtype>None<e><wt>Light<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Trinket<e><aoe>1;main.BlastGridCellVal@97c6c7f;<e><attr><e>
<id>A010<e><n>Frost Infuser<e><desc><e><desc2><e><ap>0<e><pow>0<e><def>0<e><bar>0<e><r>0-0<e><targ>None<e><val>300<e><dmg>None<e><rtype>None<e><dtype>None<e><wt>Light<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Trinket<e><aoe>1;main.BlastGridCellVal@1f0f412f;<e><attr><e>
<id>A011<e><n>Rocket Booster<e><desc><e><desc2><e><ap>0<e><pow>0<e><def>0<e><bar>0<e><r>0-0<e><targ>None<e><val>600<e><dmg>None<e><rtype>None<e><dtype>None<e><wt>Light<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Trinket<e><aoe>1;main.BlastGridCellVal@266d774c;<e><attr><e>
<id>T001<e><n>Strength<e><desc><e><desc2><e><ap>0<e><pow>1<e><def>0<e><bar>0<e><r>0-0<e><targ>None<e><val>0<e><dmg>None<e><rtype>None<e><dtype>None<e><wt>None<e><req1><e><req2><e><xp1><e><xp2><e><com1>Sword<e><com2>GreatSword<e><wtype><e><aoe>1;main.BlastGridCellVal@44be8c58;<e><attr><e>
<id>T002<e><n>Strength+<e><desc><e><desc2><e><ap>0<e><pow>2<e><def>0<e><bar>0<e><r>0-0<e><targ>None<e><val>0<e><dmg>None<e><rtype>None<e><dtype>None<e><wt>None<e><req1><e><req2><e><xp1><e><xp2><e><com1>Hammer<e><com2>Shield<e><wtype><e><aoe>1;main.BlastGridCellVal@2e4b1f24;<e><attr><e>
<id>T003<e><n>Gunslinger<e><desc><e><desc2><e><ap>0<e><pow>1<e><def>0<e><bar>0<e><r>0-0<e><targ>None<e><val>0<e><dmg>None<e><rtype>None<e><dtype>None<e><wt>None<e><req1><e><req2><e><xp1><e><xp2><e><com1>Sidearm<e><com2>Rifle<e><wtype><e><aoe>1;main.BlastGridCellVal@4ba825fb;<e><attr><e>
<id>X001<e><n>Claw<e><desc><e><desc2><e><ap>9<e><pow>1<e><def>0<e><bar>0<e><r>1-1<e><targ>Enemy<e><val>0<e><dmg>Strength<e><rtype>None<e><dtype>Physical<e><wt>Light<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Monster<e><aoe>1;main.BlastGridCellVal@6b2fcd5;<e><attr><e>
<id>X002<e><n>Bite<e><desc><e><desc2><e><ap>9<e><pow>2<e><def>0<e><bar>0<e><r>1-1<e><targ>Enemy<e><val>0<e><dmg>Strength<e><rtype>None<e><dtype>Physical<e><wt>Light<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Monster<e><aoe>1;main.BlastGridCellVal@365e6c17;<e><attr><e>
<id>X003<e><n>Barbed Vine<e><desc><e><desc2><e><ap>7<e><pow>2<e><def>0<e><bar>0<e><r>1-1<e><targ>Enemy<e><val>0<e><dmg>Strength<e><rtype>Limited<e><dtype>Physical<e><wt>Light<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Monster<e><aoe>1;main.BlastGridCellVal@409ae7c7;<e><attr><e>
<id>X004<e><n>Laser<e><desc><e><desc2><e><ap>9<e><pow>2<e><def>0<e><bar>0<e><r>1-2<e><targ>Enemy<e><val>0<e><dmg>Mechanical<e><rtype>Projectile<e><dtype>Mannial<e><wt>Medium<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Rifle<e><aoe>1;main.BlastGridCellVal@4a9795d2;<e><attr><e>
<id>X005<e><n>Big Bite<e><desc><e><desc2><e><ap>6<e><pow>6<e><def>0<e><bar>0<e><r>1-1<e><targ>Enemy<e><val>0<e><dmg>Strength<e><rtype>None<e><dtype>Physical<e><wt>Light<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Monster<e><aoe>1;main.BlastGridCellVal@5b528c01;<e><attr><e>
<id>P001<e><n>Flying<e><desc><e><desc2><e><ap>0<e><pow>0<e><def>0<e><bar>0<e><r>0-0<e><targ>None<e><val>0<e><dmg>None<e><rtype>None<e><dtype>None<e><wt>None<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype><e><aoe>1;main.BlastGridCellVal@1ea96da8;<e><attr><e>
