0.1
<id>W020<e><n>Shotgun<e><desc><e><desc2>The biggest gun for your tiniest hands.<e><ap>5<e><pow>4<e><def>0<e><bar>0<e><mov>-1<e><r>Dir<e><targ>Enemy<e><val>700<e><req1>DEX3<e><req2>TCH2<e><xp1>TCH15<e><xp2><e><com1><e><com2><e><wtype>Heavyarm<e><aoe>5;0:00;2:50;2:50;2:50;0:00;0:50;0:50;1:00;0:50;0:00;0:50;0:00;0:00;0:00;0:00;0:50;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;<e><attr>;;;;<e>
<id>W021<e><n>Grenade<e><desc><e><desc2>A seed which births one-hundred creamy boys.<e><ap>2<e><pow>3<e><def>0<e><bar>0<e><mov>0<e><r>2-2<e><targ>Any<e><val>240<e><req1>TCH2<e><req2><e><xp1>TCH10<e><xp2><e><com1><e><com2><e><wtype>Item<e><aoe>3;0:00;1:00;0:00;1:00;1:00;1:00;0:00;1:00;0:00;<e><attr>ExplosiveDAM+0:0;;;;<e>
<id>W022<e><n>Rocket Launcher<e><desc><e><desc2><e><ap>3<e><pow>4<e><def>0<e><bar>0<e><mov>-1<e><r>3-5<e><targ>Any<e><val>600<e><req1>TCH4<e><req2>DEX2<e><xp1>TCH10<e><xp2><e><com1><e><com2><e><wtype>Explosive<e><aoe>3;0:00;1:00;0:00;1:00;1:00;1:00;0:00;1:00;0:00;<e><attr>ExplosiveDAM+0:0;;;;<e>
<id>W023<e><n>Blade Beam<e><desc><e><desc2><e><ap>3<e><pow>3<e><def>0<e><bar>0<e><mov>0<e><r>Dir<e><targ>AnyButSelf<e><val>600<e><req1>INT3<e><req2><e><xp1>PHY10<e><xp2>INT05<e><com1>Sword<e><com2>MagicSword<e><wtype>Combo<e><aoe>7;0:00;0:00;0:00;1:00;0:00;0:00;0:00;0:00;0:00;0:00;1:00;0:00;0:00;0:00;0:00;0:00;0:00;1:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;<e><attr>ManaDAM+0:0;;;;<e>
<id>W024<e><n>Helm Splitter<e><desc><e><desc2><e><ap>3<e><pow>6<e><def>0<e><bar>0<e><mov>0<e><r>Dir<e><targ>Enemy<e><val>600<e><req1>PHY4<e><req2><e><xp1>PHY15<e><xp2><e><com1>Sword<e><com2>GreatSword<e><wtype>Combo<e><aoe>3;0:00;1:00;0:00;0:00;0:00;0:00;0:00;0:00;0:00;<e><attr>;;;;<e>
<id>W025<e><n>Quake Hammer<e><desc><e><desc2><e><ap>4<e><pow>2<e><def>0<e><bar>0<e><mov>0<e><r>Cfrm<e><targ>AnyButSelf<e><val>600<e><req1>PHY3<e><req2><e><xp1>PHY15<e><xp2><e><com1>Hammer<e><com2><e><wtype>Combo<e><aoe>3;1:00;1:00;1:00;1:00;0:00;1:00;1:00;1:00;1:00;<e><attr>;;;;<e>
<id>W026<e><n>Fire<e><desc><e><desc2>This shit is FIRE and you ALWAYS want it in your favorite bad guy.<e><ap>6<e><pow>3<e><def>0<e><bar>0<e><mov>0<e><r>1-2<e><targ>Enemy<e><val>270<e><req1>TCH1<e><req2><e><xp1>TCH10<e><xp2><e><com1><e><com2><e><wtype>Mana<e><aoe>1;1:00;<e><attr>Fire+0:0;;;;<e>
<id>W027<e><n>Flameka<e><desc><e><desc2>Even if this was a MILLION DOLLARS you'd buy this, you idiot.<e><ap>5<e><pow>5<e><def>0<e><bar>0<e><mov>0<e><r>1-2<e><targ>Enemy<e><val>450<e><req1>TCH3<e><req2><e><xp1>TCH15<e><xp2><e><com1><e><com2><e><wtype>Mana<e><aoe>1;1:00;<e><attr>Fire+0:0;;;;<e>
<id>W028<e><n>Volt<e><desc><e><desc2>Create your own Duracells!<e><ap>6<e><pow>2<e><def>0<e><bar>0<e><mov>0<e><r>1-3<e><targ>Enemy<e><val>240<e><req1>TCH1<e><req2><e><xp1>TCH10<e><xp2><e><com1><e><com2><e><wtype>Mana<e><aoe>1;1:00;<e><attr>Volt+0:0;;;;<e>
<id>W029<e><n>Bolteka<e><desc><e><desc2>God's anger as from the heaven's, but at least he acknowledges you.<e><ap>5<e><pow>3<e><def>0<e><bar>0<e><mov>0<e><r>1-4<e><targ>Enemy<e><val>420<e><req1>TCH2<e><req2><e><xp1>TCH15<e><xp2><e><com1><e><com2><e><wtype>Mana<e><aoe>1;1:00;<e><attr>Volt+0:0;;;;<e>
<id>W030<e><n>Frost<e><desc><e><desc2>We forgot to be sweet to mom! So she left the fridge open passive-aggressively.<e><ap>5<e><pow>1<e><def>0<e><bar>0<e><mov>0<e><r>2-2<e><targ>AnyButSelf<e><val>300<e><req1>TCH2<e><req2><e><xp1>TCH10<e><xp2><e><com1><e><com2><e><wtype>Mana<e><aoe>3;0:00;1:00;0:00;1:00;1:00;1:00;0:00;1:00;0:00;<e><attr>Frost+0:0;Slow+0:0;;;<e>
<id>W031<e><n>Blizzeka<e><desc><e><desc2>Help! I'm trapped in a simulation of what it's like to be cool!<e><ap>4<e><pow>2<e><def>0<e><bar>0<e><mov>0<e><r>3-3<e><targ>AnyButSelf<e><val>500<e><req1>TCH3<e><req2><e><xp1>TCH15<e><xp2><e><com1><e><com2><e><wtype>Mana<e><aoe>3;1:00;1:00;1:00;1:00;1:00;1:00;1:00;1:00;1:00;<e><attr>Frost+0:0;Slow+0:0;;;<e>
<id>W032<e><n>Protect<e><desc><e><desc2><e><ap>5<e><pow>0<e><def>0<e><bar>0<e><mov>0<e><r>1-2<e><targ>Ally<e><val>300<e><req1>TCH1<e><req2>INT1<e><xp1>TCH05<e><xp2>INT05<e><com1><e><com2><e><wtype>Mana<e><aoe>1;1:00;<e><attr>DEF+2:0;;;;<e>
<id>W033<e><n>Barrier<e><desc><e><desc2><e><ap>5<e><pow>0<e><def>0<e><bar>0<e><mov>0<e><r>1-2<e><targ>Ally<e><val>300<e><req1>TCH1<e><req2>INT1<e><xp1>TCH05<e><xp2>INT05<e><com1><e><com2><e><wtype>Mana<e><aoe>1;1:00;<e><attr>BAR+2:0;;;;<e>
<id>W034<e><n>Gravity<e><desc><e><desc2>What's it like to be a little boy? I'll show you by grounding you!<e><ap>0<e><pow>0<e><def>0<e><bar>0<e><mov>0<e><r>1-1<e><targ>Any<e><val>260<e><req1>TCH2<e><req2>INT2<e><xp1>INT10<e><xp2><e><com1><e><com2><e><wtype>Mana<e><aoe>1;1:00;<e><attr>Ground+0:0;;;;<e>
<id>A001<e><n>Light Armor<e><desc><e><desc2><e><ap>0<e><pow>0<e><def>1<e><bar>0<e><mov>0<e><r>0-0<e><targ>None<e><val>0<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Armor<e><aoe>1;0:00;<e><attr>;;;;<e>
<id>A002<e><n>Caste Armor<e><desc><e><desc2><e><ap>0<e><pow>0<e><def>2<e><bar>0<e><mov>-1<e><r>0-0<e><targ>None<e><val>0<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Armor<e><aoe>1;0:00;<e><attr>;;;;<e>
<id>A003<e><n>Guardian Armor<e><desc><e><desc2><e><ap>0<e><pow>0<e><def>4<e><bar>0<e><mov>-2<e><r>0-0<e><targ>None<e><val>0<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Armor<e><aoe>1;0:00;<e><attr>;;;;<e>
<id>A004<e><n>Barrier Module<e><desc><e><desc2><e><ap>0<e><pow>0<e><def>0<e><bar>2<e><mov>0<e><r>0-0<e><targ>None<e><val>0<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Armor<e><aoe>1;0:00;<e><attr>;;;;<e>
<id>A005<e><n>Atlan Hyper Module<e><desc><e><desc2>Some smart booties pressed their booties together and made booty treasure.<e><ap>0<e><pow>0<e><def>0<e><bar>5<e><mov>-1<e><r>0-0<e><targ>None<e><val>0<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Armor<e><aoe>1;0:00;<e><attr>;;;;<e>
<id>A006<e><n>Drive Armor<e><desc><e><desc2>The thickest wall, except it's brittle and made of Aquafoam.<e><ap>0<e><pow>0<e><def>2<e><bar>1<e><mov>-1<e><r>0-0<e><targ>None<e><val>0<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Armor<e><aoe>1;0:00;<e><attr>;;;;<e>
<id>A007<e><n>Valkyrie Armor<e><desc><e><desc2><e><ap>0<e><pow>0<e><def>3<e><bar>2<e><mov>-1<e><r>0-0<e><targ>None<e><val>0<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Armor<e><aoe>1;0:00;<e><attr>;;;;<e>
<id>A008<e><n>Fire Infuser<e><desc><e><desc2><e><ap>0<e><pow>0<e><def>0<e><bar>0<e><mov>0<e><r>0-0<e><targ>None<e><val>300<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Trinket<e><aoe>1;0:00;<e><attr>Fire+0:0;FireWard+0:0;;;<e>
<id>A009<e><n>Volt Infuser<e><desc><e><desc2><e><ap>0<e><pow>0<e><def>0<e><bar>0<e><mov>0<e><r>0-0<e><targ>None<e><val>300<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Trinket<e><aoe>1;0:00;<e><attr>Volt+0:0;VoltWard+0:0;;;<e>
<id>A010<e><n>Frost Infuser<e><desc><e><desc2><e><ap>0<e><pow>0<e><def>0<e><bar>0<e><mov>0<e><r>0-0<e><targ>None<e><val>300<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Trinket<e><aoe>1;0:00;<e><attr>Frost+0:0;FrostWard+0:0;;;<e>
<id>A011<e><n>Levitate<e><desc><e><desc2><e><ap>0<e><pow>0<e><def>0<e><bar>0<e><mov>0<e><r>0-0<e><targ>None<e><val>600<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Trinket<e><aoe>1;0:00;<e><attr>Flying+0:0;;;;<e>
<id>A012<e><n>Flying<e><desc><e><desc2><e><ap>0<e><pow>0<e><def>0<e><bar>0<e><mov>0<e><r>0-0<e><targ>None<e><val>0<e><req1><e><req2><e><xp1><e><xp2><e><com1><e><com2><e><wtype>Enemy<e><aoe>1;0:00;<e><attr>Flying+0:0;;;;<e>
